State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Maharashtra,Jalna,Blindness,'35-60',1396,687,,2083
Maharashtra,Jalna,Blindness,'15-35',891,514,,1405
Maharashtra,Jalna,Blindness,'0-6',9,5,,14
Maharashtra,Jalna,Autism Spectrum Disorder,'80+',,,,
Maharashtra,Jalna,Autism Spectrum Disorder,'60-80',,,,
Maharashtra,Jalna,Autism Spectrum Disorder,'6-15',8,2,,10
Maharashtra,Jalna,Autism Spectrum Disorder,'35-60',,,,
Maharashtra,Jalna,Autism Spectrum Disorder,'15-35',,,,
Maharashtra,Jalna,Autism Spectrum Disorder,'0-6',4,,,4
Maharashtra,Jalna,Acid Attack Victim,'80+',,,,
Maharashtra,Jalna,Acid Attack Victim,'60-80',1,1,,2
Maharashtra,Jalgaon,Speech and Language Disability,'15-35',12,4,,16
Maharashtra,Dharashiv,Speech and Language Disability,'6-15',5,4,,9
Maharashtra,Dharashiv,Parkinson's Disease,'60-80',2,,,2
Maharashtra,Dharashiv,Parkinson's Disease,'6-15',,,,
Maharashtra,Dharashiv,Parkinson's Disease,'35-60',1,,,1
Maharashtra,Dharashiv,Parkinson's Disease,'15-35',,,,
Maharashtra,Dharashiv,Muscular Dystrophy,'80+',1,,,1
Maharashtra,Dharashiv,Muscular Dystrophy,'60-80',21,8,,29
Maharashtra,Dharashiv,Muscular Dystrophy,'6-15',5,6,,11
Maharashtra,Dharashiv,Muscular Dystrophy,'35-60',49,14,,63
Maharashtra,Dharashiv,Muscular Dystrophy,'15-35',27,12,,39
Maharashtra,Dharashiv,Muscular Dystrophy,'0-6',,,,
Maharashtra,Dharashiv,Multiple Sclerosis,'80+',,,,
Maharashtra,Dharashiv,Parkinson's Disease,'80+',,,,
Maharashtra,Dharashiv,Sickle Cell Disease,'15-35',,1,,1
Maharashtra,Dharashiv,Speech and Language Disability,'35-60',9,,,9
Maharashtra,Dharashiv,Speech and Language Disability,'15-35',12,9,,21
Maharashtra,Dharashiv,Speech and Language Disability,'0-6',,,,
Maharashtra,Dharashiv,Specific Learning Disabilities,'60-80',2,,,2
Maharashtra,Dharashiv,Specific Learning Disabilities,'6-15',2,,,2
Maharashtra,Dharashiv,Specific Learning Disabilities,'35-60',1,,,1
Maharashtra,Dharashiv,Specific Learning Disabilities,'15-35',3,,,3
Maharashtra,Dharashiv,Sickle Cell Disease,'80+',,,,
Maharashtra,Dharashiv,Sickle Cell Disease,'60-80',,,,
Maharashtra,Dharashiv,Sickle Cell Disease,'6-15',,,,
Maharashtra,Dharashiv,Sickle Cell Disease,'35-60',,1,,1
Maharashtra,Dharashiv,Multiple Sclerosis,'60-80',5,2,,7
Maharashtra,Dharashiv,Multiple Sclerosis,'6-15',,,,
Maharashtra,Dharashiv,Mental Illness,'0-6',1,,,1
Maharashtra,Dharashiv,Low Vision,'80+',103,22,,125
Maharashtra,Dharashiv,Low Vision,'60-80',444,160,,604
Maharashtra,Dharashiv,Low Vision,'6-15',79,41,,120
Maharashtra,Dharashiv,Low Vision,'35-60',725,316,1,1042
Maharashtra,Dharashiv,Low Vision,'15-35',448,208,,656
Maharashtra,Dharashiv,Low Vision,'0-6',2,,,2
Maharashtra,Dharashiv,Locomotor Disability,'80+',292,73,,365
Maharashtra,Dharashiv,Locomotor Disability,'60-80',1879,500,1,2380
Maharashtra,Dharashiv,Locomotor Disability,'6-15',417,246,1,664
Maharashtra,Dharashiv,Locomotor Disability,'35-60',5241,1636,3,6880
Maharashtra,Dharashiv,Mental Illness,'15-35',120,48,,168
Maharashtra,Dharashiv,Mental Illness,'35-60',168,67,1,236
Maharashtra,Dharashiv,Multiple Sclerosis,'35-60',10,1,,11
Maharashtra,Dharashiv,Multiple Sclerosis,'15-35',2,1,,3
Maharashtra,Dharashiv,Multiple Disabilities,'80+',1,,,1
Maharashtra,Dharashiv,Multiple Disabilities,'60-80',17,5,,22
Maharashtra,Dharashiv,Multiple Disabilities,'6-15',10,3,,13
Maharashtra,Dharashiv,Multiple Disabilities,'35-60',64,15,,79
Maharashtra,Dharashiv,Multiple Disabilities,'15-35',37,15,,52
Maharashtra,Dharashiv,Multiple Disabilities,'0-6',1,1,,2
Maharashtra,Dharashiv,Mental Illness,'80+',1,1,,2
Maharashtra,Dharashiv,Mental Illness,'60-80',20,6,,26
Maharashtra,Dharashiv,Mental Illness,'6-15',4,11,,15
Maharashtra,Dharashiv,Locomotor Disability,'15-35',2186,1021,,3207
Maharashtra,Dhule,Leprosy cured,'35-60',2,2,,4
Maharashtra,Dhule,Hearing Impairment,'35-60',1421,661,,2082
Maharashtra,Dhule,Hearing Impairment,'15-35',1058,609,,1667
Maharashtra,Dhule,Hearing Impairment,'0-6',19,13,,32
Maharashtra,Dhule,Dwarfism,'60-80',1,1,,2
Maharashtra,Dhule,Dwarfism,'6-15',1,,,1
Maharashtra,Dhule,Dwarfism,'35-60',5,5,,10
Maharashtra,Dhule,Dwarfism,'15-35',11,2,,13
Maharashtra,Dhule,Dwarfism,'0-6',,,,
Maharashtra,Dhule,Chronic Neurological Conditions,'60-80',2,,,2
Maharashtra,Dhule,Chronic Neurological Conditions,'6-15',1,1,,2
Maharashtra,Dhule,Chronic Neurological Conditions,'35-60',10,4,,14
Maharashtra,Dhule,Hearing Impairment,'6-15',294,200,,494
Maharashtra,Dhule,Hearing Impairment,'60-80',739,210,,949
Maharashtra,Dhule,Leprosy cured,'15-35',2,,,2
Maharashtra,Dhule,Intellectual Disability,'60-80',17,11,,28
Maharashtra,Dhule,Intellectual Disability,'6-15',390,252,1,643
Maharashtra,Dhule,Intellectual Disability,'35-60',269,193,,462
Maharashtra,Dhule,Intellectual Disability,'15-35',805,470,3,1278
Maharashtra,Dhule,Intellectual Disability,'0-6',15,17,,32
Maharashtra,Dhule,Hemophilia,'60-80',3,,,3
Maharashtra,Dhule,Hemophilia,'6-15',5,1,,6
Maharashtra,Dhule,Hemophilia,'35-60',8,,,8
Maharashtra,Dhule,Hemophilia,'15-35',16,,,16
Maharashtra,Dhule,Hearing Impairment,'80+',103,16,,119
Maharashtra,Dhule,Chronic Neurological Conditions,'15-35',4,2,,6
Maharashtra,Dhule,Cerebral Palsy,'60-80',5,,,5
Maharashtra,Dhule,Autism Spectrum Disorder,'15-35',2,2,,4
Maharashtra,Dhule,Autism Spectrum Disorder,'0-6',1,,,1
Maharashtra,Dhule,Acid Attack Victim,'60-80',2,,,2
Maharashtra,Dhule,Acid Attack Victim,'35-60',8,,,8
Maharashtra,Dhule,Acid Attack Victim,'15-35',3,,,3
Maharashtra,Dharashiv,Thalassemia,'60-80',,,,
Maharashtra,Dharashiv,Thalassemia,'6-15',8,6,,14
Maharashtra,Dharashiv,Thalassemia,'35-60',,,,
Maharashtra,Dharashiv,Thalassemia,'15-35',6,7,,13
Maharashtra,Dharashiv,Thalassemia,'0-6',3,2,,5
Maharashtra,Dharashiv,Speech and Language Disability,'80+',1,,,1
Maharashtra,Dhule,Autism Spectrum Disorder,'35-60',3,,,3
Maharashtra,Dhule,Autism Spectrum Disorder,'6-15',4,1,,5
Maharashtra,Dhule,Cerebral Palsy,'6-15',10,11,,21
Maharashtra,Dhule,Cerebral Palsy,'35-60',32,5,,37
Maharashtra,Dhule,Cerebral Palsy,'15-35',39,10,,49
Maharashtra,Dhule,Cerebral Palsy,'0-6',4,2,,6
Maharashtra,Dhule,Blindness,'80+',15,8,,23
Maharashtra,Dhule,Blindness,'60-80',288,86,,374
Maharashtra,Dhule,Blindness,'6-15',50,36,,86
Maharashtra,Dhule,Blindness,'35-60',555,231,,786
Maharashtra,Dhule,Blindness,'15-35',315,183,,498
Maharashtra,Dhule,Blindness,'0-6',4,1,,5
Maharashtra,Dhule,Autism Spectrum Disorder,'60-80',,1,,1
Maharashtra,Dharashiv,Speech and Language Disability,'60-80',4,,,4
Maharashtra,Dharashiv,Locomotor Disability,'0-6',17,7,,24
Maharashtra,Dharashiv,Acid Attack Victim,'80+',,1,,1
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'15-35',4,,,4
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'0-6',,,,
Maharashtra,Chhatrapati Sambhajinagar,Specific Learning Disabilities,'60-80',,,,
Maharashtra,Chhatrapati Sambhajinagar,Specific Learning Disabilities,'6-15',,1,,1
Maharashtra,Chhatrapati Sambhajinagar,Specific Learning Disabilities,'35-60',,,,
Maharashtra,Chhatrapati Sambhajinagar,Specific Learning Disabilities,'15-35',10,3,,13
Maharashtra,Chhatrapati Sambhajinagar,Sickle Cell Disease,'6-15',1,1,,2
Maharashtra,Chhatrapati Sambhajinagar,Sickle Cell Disease,'35-60',6,3,,9
Maharashtra,Chhatrapati Sambhajinagar,Sickle Cell Disease,'15-35',12,2,,14
Maharashtra,Chhatrapati Sambhajinagar,Parkinson's Disease,'60-80',4,,,4
Maharashtra,Chhatrapati Sambhajinagar,Parkinson's Disease,'35-60',1,1,,2
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'35-60',1,1,,2
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'6-15',,1,,1
Maharashtra,Dharashiv,Acid Attack Victim,'60-80',7,4,,11
Maharashtra,Dharashiv,Acid Attack Victim,'6-15',,1,,1
Maharashtra,Dharashiv,Acid Attack Victim,'35-60',19,14,,33
Maharashtra,Dharashiv,Acid Attack Victim,'15-35',8,10,,18
Maharashtra,Chhatrapati Sambhajinagar,Thalassemia,'60-80',1,1,,2
Maharashtra,Chhatrapati Sambhajinagar,Thalassemia,'6-15',57,27,,84
Maharashtra,Chhatrapati Sambhajinagar,Thalassemia,'35-60',3,2,,5
Maharashtra,Chhatrapati Sambhajinagar,Thalassemia,'15-35',43,29,,72
Maharashtra,Chhatrapati Sambhajinagar,Thalassemia,'0-6',5,3,,8
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'80+',,,,
Maharashtra,Chhatrapati Sambhajinagar,Speech and Language Disability,'60-80',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Parkinson's Disease,'15-35',,,,
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'80+',,,,
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'35-60',52,22,,74
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'15-35',98,31,,129
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'0-6',6,3,,9
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'80+',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'60-80',5,4,,9
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'6-15',2,,,2
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'35-60',121,47,,168
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'15-35',47,20,,67
Maharashtra,Chhatrapati Sambhajinagar,Mental Illness,'0-6',,,,
Maharashtra,Chhatrapati Sambhajinagar,Low Vision,'80+',25,17,,42
Maharashtra,Chhatrapati Sambhajinagar,Low Vision,'60-80',156,71,,227
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'6-15',151,46,,197
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'60-80',11,1,,12
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'60-80',8,,,8
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'6-15',16,4,,20
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'35-60',33,8,,41
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'15-35',37,13,,50
Maharashtra,Chhatrapati Sambhajinagar,Muscular Dystrophy,'0-6',,,,
Maharashtra,Chhatrapati Sambhajinagar,Multiple Sclerosis,'80+',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Multiple Sclerosis,'60-80',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Multiple Sclerosis,'6-15',,,,
Maharashtra,Chhatrapati Sambhajinagar,Multiple Sclerosis,'35-60',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Multiple Sclerosis,'15-35',3,1,,4
Maharashtra,Chhatrapati Sambhajinagar,Multiple Disabilities,'80+',1,,,1
Maharashtra,Chhatrapati Sambhajinagar,Low Vision,'6-15',118,95,1,214
Maharashtra,Dharashiv,Leprosy cured,'80+',5,4,,9
Maharashtra,Dharashiv,Hemophilia,'6-15',3,,,3
Maharashtra,Dharashiv,Hemophilia,'35-60',1,,,1
Maharashtra,Dharashiv,Hemophilia,'15-35',9,,,9
Maharashtra,Dharashiv,Hearing Impairment,'80+',98,20,,118
Maharashtra,Dharashiv,Hearing Impairment,'60-80',363,149,,512
Maharashtra,Dharashiv,Hearing Impairment,'6-15',228,190,,418
Maharashtra,Dharashiv,Hearing Impairment,'35-60',672,360,,1032
Maharashtra,Dharashiv,Hearing Impairment,'15-35',832,477,,1309
Maharashtra,Dharashiv,Hearing Impairment,'0-6',26,25,,51
Maharashtra,Dharashiv,Dwarfism,'80+',,,,
Maharashtra,Dharashiv,Dwarfism,'60-80',1,,,1
Maharashtra,Dharashiv,Hemophilia,'60-80',,,,
Maharashtra,Dharashiv,Hemophilia,'80+',,,,
Maharashtra,Dharashiv,Leprosy cured,'60-80',13,5,,18
Maharashtra,Dharashiv,Leprosy cured,'6-15',,,,
Maharashtra,Dharashiv,Leprosy cured,'35-60',8,4,,12
Maharashtra,Dharashiv,Leprosy cured,'15-35',1,1,,2
Maharashtra,Dharashiv,Leprosy cured,'0-6',,,,
Maharashtra,Dharashiv,Intellectual Disability,'80+',2,,,2
Maharashtra,Dharashiv,Intellectual Disability,'60-80',10,6,,16
Maharashtra,Dharashiv,Intellectual Disability,'6-15',558,361,1,920
Maharashtra,Dharashiv,Intellectual Disability,'35-60',233,151,,384
Maharashtra,Dharashiv,Intellectual Disability,'15-35',919,662,1,1582
Maharashtra,Dharashiv,Intellectual Disability,'0-6',26,11,,37
Maharashtra,Dharashiv,Dwarfism,'6-15',3,1,,4
Maharashtra,Dharashiv,Dwarfism,'35-60',5,7,,12
Maharashtra,Dharashiv,Blindness,'80+',58,17,,75
Maharashtra,Dharashiv,Blindness,'60-80',212,84,,296
Maharashtra,Dharashiv,Blindness,'6-15',37,25,,62
Maharashtra,Dharashiv,Blindness,'35-60',297,163,,460
Maharashtra,Dharashiv,Blindness,'15-35',164,97,,261
Maharashtra,Dharashiv,Blindness,'0-6',3,4,,7
Maharashtra,Dharashiv,Autism Spectrum Disorder,'80+',,,,
Maharashtra,Dharashiv,Autism Spectrum Disorder,'60-80',1,,,1
Maharashtra,Dharashiv,Autism Spectrum Disorder,'6-15',13,2,,15
Maharashtra,Dharashiv,Autism Spectrum Disorder,'35-60',1,2,,3
Maharashtra,Dharashiv,Autism Spectrum Disorder,'15-35',1,2,,3
Maharashtra,Dharashiv,Cerebral Palsy,'0-6',1,,,1
Maharashtra,Dharashiv,Cerebral Palsy,'15-35',6,6,,12
Maharashtra,Dharashiv,Dwarfism,'15-35',8,9,,17
Maharashtra,Dharashiv,Chronic Neurological Conditions,'80+',,,,
Maharashtra,Dharashiv,Chronic Neurological Conditions,'60-80',,,,
Maharashtra,Dharashiv,Chronic Neurological Conditions,'6-15',,2,,2
Maharashtra,Dharashiv,Chronic Neurological Conditions,'35-60',6,,,6
Maharashtra,Dharashiv,Chronic Neurological Conditions,'15-35',5,5,,10
Maharashtra,Dharashiv,Chronic Neurological Conditions,'0-6',,,,
Maharashtra,Dharashiv,Cerebral Palsy,'80+',,,,
Maharashtra,Dharashiv,Cerebral Palsy,'60-80',2,,,2
Maharashtra,Dharashiv,Cerebral Palsy,'6-15',3,5,,8
Maharashtra,Dharashiv,Cerebral Palsy,'35-60',6,,,6
Maharashtra,Dharashiv,Autism Spectrum Disorder,'0-6',3,1,,4
Maharashtra,Gadchiroli,Speech and Language Disability,'35-60',2,1,,3
Maharashtra,Gadchiroli,Muscular Dystrophy,'80+',1,,,1
Maharashtra,Gadchiroli,Muscular Dystrophy,'60-80',29,12,,41
Maharashtra,Gadchiroli,Muscular Dystrophy,'6-15',7,5,,12
Maharashtra,Gadchiroli,Muscular Dystrophy,'35-60',72,17,,89
Maharashtra,Gadchiroli,Muscular Dystrophy,'15-35',23,10,,33
Maharashtra,Gadchiroli,Muscular Dystrophy,'0-6',1,,,1
Maharashtra,Gadchiroli,Multiple Sclerosis,'60-80',2,,,2
Maharashtra,Gadchiroli,Multiple Sclerosis,'6-15',1,,,1
Maharashtra,Gadchiroli,Multiple Sclerosis,'35-60',6,1,,7
Maharashtra,Gadchiroli,Multiple Sclerosis,'15-35',3,1,,4
Maharashtra,Gadchiroli,Multiple Sclerosis,'0-6',,,,
Maharashtra,Gadchiroli,Parkinson's Disease,'15-35',1,,,1
Maharashtra,Gadchiroli,Parkinson's Disease,'35-60',1,,,1
Maharashtra,Gadchiroli,Speech and Language Disability,'15-35',,,,
Maharashtra,Gadchiroli,Speech and Language Disability,'0-6',,,,
Maharashtra,Gadchiroli,Specific Learning Disabilities,'80+',,,,
Maharashtra,Gadchiroli,Specific Learning Disabilities,'6-15',,1,,1
Maharashtra,Gadchiroli,Specific Learning Disabilities,'35-60',1,,,1
Maharashtra,Gadchiroli,Specific Learning Disabilities,'15-35',1,1,,2
Maharashtra,Gadchiroli,Sickle Cell Disease,'60-80',2,2,,4
Maharashtra,Gadchiroli,Sickle Cell Disease,'6-15',45,51,,96
Maharashtra,Gadchiroli,Sickle Cell Disease,'35-60',56,55,,111
Maharashtra,Gadchiroli,Sickle Cell Disease,'15-35',166,155,,321
Maharashtra,Gadchiroli,Sickle Cell Disease,'0-6',3,3,,6
Maharashtra,Gadchiroli,Multiple Disabilities,'80+',2,,,2
Maharashtra,Gadchiroli,Multiple Disabilities,'60-80',8,3,,11
Maharashtra,Gadchiroli,Low Vision,'35-60',183,84,,267
Maharashtra,Gadchiroli,Low Vision,'15-35',163,86,,249
Maharashtra,Gadchiroli,Low Vision,'0-6',1,1,,2
Maharashtra,Gadchiroli,Locomotor Disability,'80+',99,47,,146
Maharashtra,Gadchiroli,Locomotor Disability,'60-80',1203,733,,1936
Maharashtra,Gadchiroli,Locomotor Disability,'6-15',352,244,,596
Maharashtra,Gadchiroli,Locomotor Disability,'35-60',3260,1769,,5029
Maharashtra,Gadchiroli,Locomotor Disability,'15-35',1673,1000,1,2674
Maharashtra,Gadchiroli,Locomotor Disability,'0-6',44,36,,80
Maharashtra,Gadchiroli,Leprosy cured,'80+',5,2,,7
Maharashtra,Gadchiroli,Leprosy cured,'60-80',15,5,,20
Maharashtra,Gadchiroli,Low Vision,'6-15',35,38,,73
Maharashtra,Gadchiroli,Low Vision,'60-80',39,19,,58
Maharashtra,Gadchiroli,Multiple Disabilities,'6-15',10,3,,13
Maharashtra,Gadchiroli,Multiple Disabilities,'35-60',26,15,,41
Maharashtra,Gadchiroli,Multiple Disabilities,'15-35',21,9,,30
Maharashtra,Gadchiroli,Multiple Disabilities,'0-6',1,,,1
Maharashtra,Gadchiroli,Mental Illness,'80+',1,,,1
Maharashtra,Gadchiroli,Mental Illness,'60-80',13,11,,24
Maharashtra,Gadchiroli,Mental Illness,'6-15',8,7,,15
Maharashtra,Gadchiroli,Mental Illness,'35-60',77,67,,144
Maharashtra,Gadchiroli,Mental Illness,'15-35',62,55,,117
Maharashtra,Gadchiroli,Mental Illness,'0-6',,,,
Maharashtra,Gadchiroli,Low Vision,'80+',3,4,,7
Maharashtra,Gadchiroli,Leprosy cured,'6-15',1,,,1
Maharashtra,Gondia,Leprosy cured,'15-35',4,1,,5
Maharashtra,Gondia,Hearing Impairment,'6-15',89,85,,174
Maharashtra,Gondia,Hearing Impairment,'35-60',180,99,,279
Maharashtra,Gondia,Hearing Impairment,'15-35',216,167,,383
Maharashtra,Gondia,Hearing Impairment,'0-6',21,20,,41
Maharashtra,Gondia,Dwarfism,'6-15',5,2,,7
Maharashtra,Gondia,Dwarfism,'35-60',3,5,,8
Maharashtra,Gondia,Dwarfism,'15-35',6,15,,21
Maharashtra,Gondia,Dwarfism,'0-6',,3,,3
Maharashtra,Gondia,Chronic Neurological Conditions,'80+',2,,,2
Maharashtra,Gondia,Chronic Neurological Conditions,'60-80',141,44,,185
Maharashtra,Gondia,Chronic Neurological Conditions,'6-15',11,10,,21
Maharashtra,Gondia,Hearing Impairment,'60-80',46,13,,59
Maharashtra,Gondia,Hearing Impairment,'80+',5,2,,7
Maharashtra,Gondia,Leprosy cured,'0-6',,1,,1
Maharashtra,Gondia,Intellectual Disability,'60-80',13,7,,20
Maharashtra,Gondia,Intellectual Disability,'6-15',309,253,1,563
Maharashtra,Gondia,Intellectual Disability,'35-60',186,158,,344
Maharashtra,Gondia,Intellectual Disability,'15-35',751,513,,1264
Maharashtra,Gondia,Intellectual Disability,'0-6',28,18,,46
Maharashtra,Gondia,Hemophilia,'60-80',2,,,2
Maharashtra,Gondia,Hemophilia,'6-15',6,2,,8
Maharashtra,Gondia,Hemophilia,'35-60',11,1,,12
Maharashtra,Gondia,Hemophilia,'15-35',9,1,,10
Maharashtra,Gondia,Hemophilia,'0-6',,1,,1
Maharashtra,Gondia,Chronic Neurological Conditions,'35-60',312,95,1,408
Maharashtra,Gondia,Chronic Neurological Conditions,'15-35',81,27,,108
Maharashtra,Gondia,Autism Spectrum Disorder,'35-60',1,,,1
Maharashtra,Gondia,Autism Spectrum Disorder,'15-35',1,,,1
Maharashtra,Gondia,Autism Spectrum Disorder,'0-6',1,,,1
Maharashtra,Gondia,Acid Attack Victim,'60-80',,,,
Maharashtra,Gondia,Acid Attack Victim,'6-15',,,,
Maharashtra,Gadchiroli,Thalassemia,'60-80',,2,,2
Maharashtra,Gadchiroli,Thalassemia,'6-15',6,1,,7
Maharashtra,Gadchiroli,Thalassemia,'35-60',6,2,,8
Maharashtra,Gadchiroli,Thalassemia,'15-35',5,6,,11
Maharashtra,Gadchiroli,Thalassemia,'0-6',1,2,,3
Maharashtra,Gadchiroli,Speech and Language Disability,'60-80',,2,,2
Maharashtra,Gondia,Autism Spectrum Disorder,'6-15',10,1,,11
Maharashtra,Gondia,Blindness,'0-6',6,5,,11
Maharashtra,Gondia,Chronic Neurological Conditions,'0-6',3,,,3
Maharashtra,Gondia,Cerebral Palsy,'60-80',,,,
Maharashtra,Gondia,Cerebral Palsy,'6-15',106,72,1,179
Maharashtra,Gondia,Cerebral Palsy,'35-60',10,4,,14
Maharashtra,Gondia,Cerebral Palsy,'15-35',21,8,,29
Maharashtra,Gondia,Cerebral Palsy,'0-6',25,29,,54
Maharashtra,Gondia,Blindness,'80+',1,3,,4
Maharashtra,Gondia,Blindness,'60-80',46,15,,61
Maharashtra,Gondia,Blindness,'6-15',16,14,,30
Maharashtra,Gondia,Blindness,'35-60',145,71,,216
Maharashtra,Gondia,Blindness,'15-35',77,60,,137
Maharashtra,Gadchiroli,Speech and Language Disability,'6-15',4,2,,6
Maharashtra,Gadchiroli,Leprosy cured,'35-60',25,15,,40
Maharashtra,Dhule,Speech and Language Disability,'35-60',,1,,1
Maharashtra,Dhule,Parkinson's Disease,'35-60',2,1,,3
Maharashtra,Dhule,Parkinson's Disease,'15-35',,,,
Maharashtra,Dhule,Muscular Dystrophy,'80+',2,,,2
Maharashtra,Dhule,Muscular Dystrophy,'60-80',35,7,,42
Maharashtra,Dhule,Muscular Dystrophy,'6-15',7,,,7
Maharashtra,Dhule,Muscular Dystrophy,'35-60',161,46,,207
Maharashtra,Dhule,Muscular Dystrophy,'15-35',46,17,,63
Maharashtra,Dhule,Muscular Dystrophy,'0-6',,,,
Maharashtra,Dhule,Multiple Sclerosis,'60-80',5,1,,6
Maharashtra,Dhule,Multiple Sclerosis,'6-15',,,,
Maharashtra,Dhule,Multiple Sclerosis,'35-60',14,5,,19
Maharashtra,Dhule,Parkinson's Disease,'60-80',3,,,3
Maharashtra,Dhule,Sickle Cell Disease,'0-6',2,,,2
Maharashtra,Dhule,Speech and Language Disability,'15-35',,1,,1
Maharashtra,Dhule,Speech and Language Disability,'0-6',,,,
Maharashtra,Dhule,Specific Learning Disabilities,'80+',2,,,2
Maharashtra,Dhule,Specific Learning Disabilities,'60-80',4,1,,5
Maharashtra,Dhule,Specific Learning Disabilities,'6-15',3,,,3
Maharashtra,Dhule,Specific Learning Disabilities,'35-60',8,8,,16
Maharashtra,Dhule,Specific Learning Disabilities,'15-35',1,1,,2
Maharashtra,Dhule,Sickle Cell Disease,'60-80',,,,
Maharashtra,Dhule,Sickle Cell Disease,'6-15',2,4,,6
Maharashtra,Dhule,Sickle Cell Disease,'35-60',7,4,,11
Maharashtra,Dhule,Sickle Cell Disease,'15-35',25,16,,41
Maharashtra,Dhule,Multiple Sclerosis,'15-35',7,2,,9
Maharashtra,Dhule,Multiple Disabilities,'80+',,,,
Maharashtra,Dhule,Low Vision,'35-60',875,382,,1257
Maharashtra,Dhule,Low Vision,'15-35',687,283,,970
Maharashtra,Dhule,Low Vision,'0-6',5,3,,8
Maharashtra,Dhule,Locomotor Disability,'80+',154,22,,176
Maharashtra,Dhule,Locomotor Disability,'60-80',2113,447,,2560
Maharashtra,Dhule,Locomotor Disability,'6-15',527,324,,851
Maharashtra,Dhule,Locomotor Disability,'35-60',7133,2376,3,9512
Maharashtra,Dhule,Locomotor Disability,'15-35',2632,1245,,3877
Maharashtra,Dhule,Locomotor Disability,'0-6',29,17,,46
Maharashtra,Dhule,Leprosy cured,'80+',1,,,1
Maharashtra,Dhule,Leprosy cured,'60-80',3,1,,4
Maharashtra,Dhule,Low Vision,'6-15',133,85,,218
Maharashtra,Dhule,Low Vision,'60-80',304,119,,423
Maharashtra,Dhule,Multiple Disabilities,'60-80',14,2,,16
Maharashtra,Dhule,Multiple Disabilities,'6-15',12,1,,13
Maharashtra,Dhule,Multiple Disabilities,'35-60',60,23,,83
Maharashtra,Dhule,Multiple Disabilities,'15-35',51,12,,63
Maharashtra,Dhule,Multiple Disabilities,'0-6',2,1,,3
Maharashtra,Dhule,Mental Illness,'60-80',39,13,,52
Maharashtra,Dhule,Mental Illness,'6-15',6,1,,7
Maharashtra,Dhule,Mental Illness,'35-60',208,89,,297
Maharashtra,Dhule,Mental Illness,'15-35',121,45,,166
Maharashtra,Dhule,Mental Illness,'0-6',,,,
Maharashtra,Dhule,Low Vision,'80+',14,5,,19
Maharashtra,Dhule,Leprosy cured,'6-15',,,,
Maharashtra,Gadchiroli,Leprosy cured,'15-35',10,2,,12
Maharashtra,Gadchiroli,Hearing Impairment,'35-60',286,167,,453
Maharashtra,Gadchiroli,Hearing Impairment,'15-35',383,312,,695
Maharashtra,Gadchiroli,Hearing Impairment,'0-6',17,10,,27
Maharashtra,Gadchiroli,Dwarfism,'60-80',,,,
Maharashtra,Gadchiroli,Dwarfism,'6-15',,2,,2
Maharashtra,Gadchiroli,Dwarfism,'35-60',3,4,,7
Maharashtra,Gadchiroli,Dwarfism,'15-35',3,7,,10
Maharashtra,Gadchiroli,Chronic Neurological Conditions,'80+',1,,,1
Maharashtra,Gadchiroli,Chronic Neurological Conditions,'60-80',21,2,,23
Maharashtra,Gadchiroli,Chronic Neurological Conditions,'6-15',,,,
Maharashtra,Gadchiroli,Chronic Neurological Conditions,'35-60',29,13,,42
Maharashtra,Gadchiroli,Hearing Impairment,'6-15',86,74,,160
Maharashtra,Gadchiroli,Hearing Impairment,'60-80',30,15,,45
Maharashtra,Gadchiroli,Intellectual Disability,'80+',,1,,1
Maharashtra,Gadchiroli,Intellectual Disability,'60-80',12,2,,14
Maharashtra,Gadchiroli,Intellectual Disability,'6-15',459,332,,791
Maharashtra,Gadchiroli,Intellectual Disability,'35-60',132,125,1,258
Maharashtra,Gadchiroli,Intellectual Disability,'15-35',577,467,1,1045
